id,neg,neu,pos,compound
15647,0.081,0.839,0.08,-0.701
21287,0.15,0.808,0.042,-0.9897
7481,0.0,0.839,0.161,0.9381
16495,0.094,0.842,0.064,-0.6988
12169,0.105,0.794,0.1,-0.8516
1821,0.174,0.751,0.075,-0.9964
18404,0.095,0.819,0.086,-0.6023
20732,0.075,0.873,0.052,-0.5994
3050,0.105,0.792,0.103,0.4282
14942,0.059,0.848,0.093,0.9792
9045,0.053,0.877,0.07,0.8715
16596,0.067,0.805,0.128,0.9569
15103,0.084,0.868,0.048,-0.9858
4307,0.156,0.757,0.087,-0.9876
1814,0.121,0.802,0.078,-0.9557
4859,0.074,0.874,0.052,-0.8941
1083,0.112,0.773,0.114,-0.7409
3386,0.119,0.792,0.089,-0.9586
13242,0.102,0.828,0.069,-0.902
840,0.085,0.839,0.076,-0.9399
13332,0.122,0.693,0.185,0.6249
20993,0.072,0.897,0.032,-0.7717
3586,0.024,0.924,0.051,0.81
19843,0.138,0.836,0.026,-0.9915
4349,0.084,0.853,0.062,-0.4601
17907,0.101,0.777,0.122,0.8875
2206,0.092,0.796,0.112,0.641
5911,0.071,0.929,0.0,-0.7184
9243,0.087,0.845,0.068,-0.8481
18174,0.142,0.839,0.019,-0.9876
14143,0.028,0.895,0.077,0.5423
15853,0.184,0.717,0.099,-0.9773
15206,0.202,0.783,0.015,-0.9955
4839,0.053,0.837,0.11,0.8204
1327,0.088,0.823,0.089,-0.2261
19007,0.181,0.797,0.022,-0.9737
17957,0.061,0.843,0.096,0.9457
11998,0.136,0.827,0.036,-0.989
696,0.088,0.797,0.116,0.128
17594,0.076,0.846,0.078,0.6004
101,0.079,0.778,0.144,0.9965
20176,0.056,0.818,0.126,0.9878
5861,0.072,0.783,0.144,0.9757
244,0.067,0.891,0.042,-0.1531
16041,0.061,0.902,0.038,-0.6759
1298,0.052,0.826,0.122,0.9726
739,0.042,0.874,0.083,0.9888
17687,0.0,0.857,0.143,0.8176
13676,0.072,0.833,0.095,0.8461
1278,0.051,0.839,0.109,0.9896
1287,0.063,0.882,0.055,0.5645
2565,0.101,0.842,0.057,-0.9739
6178,0.093,0.836,0.071,-0.9303
474,0.147,0.733,0.12,-0.9411
3913,0.126,0.844,0.03,-0.9824
4796,0.106,0.825,0.069,-0.9402
3110,0.0,0.905,0.095,0.9868
19986,0.054,0.802,0.144,0.9913
15247,0.02,0.907,0.073,0.6996
4481,0.043,0.883,0.074,0.8882
20153,0.062,0.906,0.032,-0.8516
3369,0.071,0.843,0.086,0.3597
3844,0.051,0.888,0.061,0.6245
8773,0.108,0.798,0.095,-0.8389
1395,0.056,0.777,0.167,0.8555
13000,0.082,0.802,0.116,0.9491
22018,0.033,0.892,0.075,0.7424
15714,0.037,0.797,0.166,0.9971
3230,0.0,1.0,0.0,0.0
14174,0.086,0.859,0.056,-0.9531
1006,0.136,0.789,0.075,-0.9664
14620,0.049,0.844,0.107,0.9564
4827,0.063,0.827,0.11,0.9283
20684,0.074,0.893,0.032,-0.4767
19309,0.044,0.876,0.079,0.9842
1846,0.194,0.751,0.055,-0.9975
14054,0.025,0.92,0.055,0.9109
10007,0.053,0.88,0.066,0.631
11781,0.052,0.858,0.091,0.9484
6350,0.049,0.835,0.116,0.9831
1519,0.085,0.789,0.126,0.9826
3607,0.087,0.804,0.11,0.9872
19773,0.054,0.765,0.181,0.9946
12943,0.0,0.927,0.073,0.5994
12168,0.064,0.783,0.153,0.9628
5511,0.036,0.928,0.036,0.0231
8203,0.097,0.849,0.054,-0.9764
4452,0.053,0.827,0.12,0.9935
3056,0.0,0.895,0.105,0.8689
2628,0.072,0.842,0.085,0.9211
5457,0.016,0.907,0.077,0.9011
4923,0.08,0.813,0.107,0.9206
13672,0.096,0.807,0.097,-0.7814
20424,0.021,0.85,0.129,0.875
4583,0.046,0.867,0.086,0.9487
98,0.108,0.853,0.038,-0.9827
18822,0.111,0.728,0.161,0.9692
17824,0.137,0.814,0.048,-0.994
19329,0.075,0.849,0.076,0.0473
9139,0.11,0.759,0.131,0.8676
9298,0.139,0.74,0.121,-0.9785
6304,0.125,0.786,0.089,-0.9824
1556,0.056,0.879,0.065,0.0257
3538,0.096,0.84,0.064,-0.9508
10329,0.141,0.757,0.103,-0.5994
5748,0.158,0.75,0.092,-0.8316
19157,0.114,0.775,0.111,0.5724
6427,0.072,0.843,0.085,0.5609
4787,0.124,0.81,0.067,-0.9881
15485,0.022,0.879,0.099,0.9803
5235,0.084,0.83,0.086,-0.4879
12826,0.118,0.756,0.125,0.6755
6785,0.021,0.891,0.088,0.9779
20620,0.234,0.73,0.036,-0.9977
8199,0.127,0.827,0.045,-0.9857
6262,0.023,0.906,0.071,0.9157
2498,0.089,0.83,0.082,-0.804
14027,0.1,0.818,0.082,-0.9178
15282,0.146,0.793,0.062,-0.9924
6067,0.139,0.751,0.111,-0.9694
6487,0.096,0.831,0.073,-0.8402
18355,0.138,0.774,0.088,-0.9116
7869,0.099,0.774,0.127,0.9462
2163,0.0,0.756,0.244,0.9442
10294,0.026,0.861,0.113,0.9183
13871,0.195,0.747,0.058,-0.8176
15370,0.0,0.837,0.163,0.6249
3840,0.035,0.738,0.227,0.9509
15832,0.136,0.784,0.081,-0.93
21542,0.111,0.861,0.028,-0.9937
7028,0.099,0.789,0.112,0.8488
13897,0.114,0.784,0.102,-0.4922
12668,0.185,0.756,0.059,-0.9946
7790,0.055,0.806,0.139,0.9839
16013,0.065,0.91,0.024,-0.9108
19314,0.048,0.882,0.07,0.9314
17367,0.047,0.876,0.077,0.9488
19056,0.07,0.807,0.123,0.968
21186,0.153,0.794,0.053,-0.9955
11930,0.059,0.821,0.12,0.9381
1165,0.069,0.763,0.168,0.9945
15110,0.055,0.862,0.083,0.3182
6890,0.146,0.77,0.084,-0.9623
21746,0.166,0.765,0.069,-0.9955
6036,0.069,0.859,0.071,-0.3123
18763,0.04,0.759,0.2,0.9983
18917,0.0,0.98,0.02,0.3947
12979,0.159,0.677,0.164,0.9317
17394,0.152,0.741,0.108,-0.9934
18217,0.114,0.81,0.076,-0.9657
404,0.0,0.915,0.085,0.6597
11186,0.035,0.919,0.046,0.405
1951,0.055,0.882,0.063,0.4324
18141,0.073,0.731,0.196,0.9644
20122,0.121,0.83,0.049,-0.6249
10732,0.162,0.744,0.094,-0.8341
19176,0.137,0.796,0.067,-0.9934
11569,0.071,0.831,0.098,0.8877
4854,0.105,0.794,0.101,-0.6893
2938,0.109,0.85,0.042,-0.981
17422,0.156,0.81,0.035,-0.9937
17405,0.106,0.775,0.119,0.5571
21732,0.019,0.864,0.117,0.9919
9720,0.122,0.816,0.062,-0.9514
20738,0.098,0.838,0.063,-0.946
17551,0.075,0.843,0.081,0.4215
16214,0.097,0.854,0.049,-0.9754
20277,0.183,0.817,0.0,-0.8481
5398,0.063,0.876,0.061,-0.1531
10075,0.141,0.758,0.101,-0.9801
13660,0.106,0.857,0.037,-0.9945
10565,0.074,0.867,0.059,0.5404
16248,0.084,0.853,0.063,-0.9265
7896,0.03,0.97,0.0,-0.34
9488,0.056,0.857,0.087,0.8815
5655,0.02,0.934,0.046,0.659
14418,0.065,0.808,0.128,0.9592
4028,0.026,0.777,0.196,0.997
10481,0.022,0.899,0.079,0.7674
23121,0.091,0.833,0.076,-0.9964
5062,0.058,0.942,0.0,-0.5267
6716,0.06,0.789,0.151,0.996
10122,0.084,0.793,0.123,0.9481
23181,0.088,0.811,0.1,0.4897
4593,0.139,0.79,0.071,-0.9934
17414,0.081,0.792,0.127,0.9918
21091,0.053,0.805,0.142,0.624
1371,0.121,0.845,0.033,-0.9816
1496,0.024,0.905,0.071,0.9573
15029,0.125,0.769,0.106,-0.8927
1832,0.022,0.924,0.054,0.9418
10521,0.045,0.882,0.074,0.9403
13998,0.008,0.932,0.061,0.8313
1847,0.131,0.821,0.047,-0.9886
973,0.037,0.918,0.045,0.3256
17169,0.191,0.683,0.125,-0.9857
18975,0.0,0.824,0.176,0.5423
12603,0.069,0.794,0.137,0.9922
15681,0.059,0.941,0.0,-0.4019
22050,0.065,0.878,0.057,-0.1333
10916,0.084,0.775,0.141,0.9788
2137,0.059,0.865,0.076,0.9693
4867,0.115,0.763,0.122,0.5467
6721,0.097,0.804,0.1,0.0359
3749,0.075,0.813,0.112,0.9664
13727,0.0,1.0,0.0,0.0
14257,0.143,0.804,0.053,-0.9959
7791,0.112,0.751,0.136,0.9445
16747,0.078,0.847,0.075,-0.6464
15455,0.107,0.808,0.085,-0.7999
21381,0.064,0.812,0.124,0.9865
17560,0.16,0.818,0.022,-0.9937
10237,0.0,0.962,0.038,0.4215
514,0.092,0.847,0.061,-0.972
12300,0.0,0.882,0.118,0.8481
12348,0.036,0.944,0.021,-0.2846
6288,0.064,0.832,0.103,0.904
359,0.0,0.819,0.181,0.8858
4164,0.029,0.947,0.024,0.1655
18671,0.027,0.86,0.113,0.9153
4193,0.131,0.734,0.135,-0.7973
10815,0.0,0.722,0.278,0.9817
11904,0.055,0.835,0.11,0.9905
22540,0.147,0.78,0.073,-0.946
20246,0.112,0.803,0.085,-0.9275
3020,0.034,0.878,0.088,0.6808
11329,0.114,0.787,0.099,-0.2827
15965,0.099,0.833,0.068,-0.942
6999,0.086,0.81,0.104,0.7027
12569,0.062,0.849,0.089,0.9472
2617,0.148,0.822,0.029,-0.997
18636,0.144,0.772,0.084,-0.9818
11002,0.186,0.745,0.069,-0.9635
11676,0.129,0.766,0.105,-0.7065
20460,0.047,0.914,0.039,-0.34
1947,0.074,0.831,0.094,0.913
22682,0.035,0.856,0.109,0.9854
257,0.109,0.854,0.037,-0.9843
12409,0.084,0.829,0.086,0.1756
8822,0.122,0.707,0.171,0.9659
317,0.079,0.845,0.076,-0.2023
13808,0.124,0.833,0.043,-0.9194
14591,0.015,0.92,0.065,0.9785
4130,0.151,0.8,0.049,-0.9967
4868,0.022,0.86,0.118,0.9824
6931,0.01,0.815,0.175,0.9941
16200,0.0,0.843,0.157,0.802
16482,0.091,0.848,0.06,-0.9728
15523,0.099,0.836,0.065,-0.9819
10533,0.208,0.72,0.072,-0.9931
2371,0.058,0.798,0.144,0.9864
1386,0.092,0.818,0.09,-0.4334
17128,0.0,0.887,0.113,0.6705
12205,0.097,0.847,0.056,-0.9605
4955,0.057,0.889,0.054,-0.3505
16708,0.091,0.814,0.095,0.0822
2839,0.085,0.816,0.099,0.6751
21012,0.081,0.919,0.0,-0.7003
15714,0.101,0.899,0.0,-0.8271
4793,0.039,0.802,0.159,0.9545
14061,0.089,0.794,0.117,0.5557
1660,0.125,0.798,0.077,-0.9783
14177,0.0,0.771,0.229,0.969
10688,0.116,0.834,0.05,-0.9787
19280,0.191,0.809,0.0,-0.5423
16387,0.151,0.778,0.071,-0.4019
18976,0.1,0.795,0.105,0.2462
14063,0.095,0.787,0.118,0.9385
690,0.097,0.817,0.086,-0.8962
4162,0.0,0.759,0.241,0.9731
17626,0.064,0.848,0.088,0.9217
6624,0.043,0.934,0.024,-0.888
2780,0.02,0.825,0.155,0.9995
3725,0.0,0.894,0.106,0.8126
7547,0.136,0.791,0.072,-0.9951
4990,0.199,0.694,0.107,-0.9972
4788,0.081,0.869,0.05,-0.9712
6778,0.128,0.764,0.107,-0.9803
21471,0.063,0.826,0.111,0.8779
16008,0.083,0.825,0.092,-0.1927
1117,0.145,0.761,0.095,-0.9656
8572,0.074,0.739,0.187,0.9946
21087,0.145,0.805,0.05,-0.9909
9996,0.023,0.893,0.084,0.9246
1697,0.081,0.828,0.091,-0.6923
1972,0.07,0.834,0.096,0.6486
17938,0.091,0.814,0.096,0.3009
11195,0.032,0.864,0.105,0.9978
19354,0.097,0.83,0.074,-0.8892
10159,0.075,0.85,0.075,0.3566
1936,0.0,1.0,0.0,0.0
9791,0.142,0.749,0.109,-0.8989
10199,0.068,0.842,0.09,0.9261
20247,0.151,0.815,0.034,-0.9731
19334,0.091,0.865,0.044,-0.9446
9310,0.094,0.832,0.074,-0.6895
2955,0.136,0.75,0.114,-0.9059
15484,0.098,0.832,0.07,-0.957
7276,0.115,0.809,0.076,-0.9843
6359,0.088,0.829,0.083,-0.3114
16641,0.16,0.742,0.098,-0.9973
14535,0.099,0.811,0.09,0.2789
9909,0.063,0.83,0.107,0.9532
17727,0.037,0.897,0.065,0.945
13650,0.086,0.797,0.117,0.9062
5641,0.151,0.761,0.088,-0.9932
11273,0.062,0.893,0.044,-0.3651
8223,0.079,0.832,0.089,0.8824
20947,0.135,0.79,0.075,-0.9953
11251,0.114,0.79,0.096,-0.9613
16057,0.103,0.844,0.053,-0.9892
19678,0.06,0.813,0.127,0.9751
1153,0.07,0.815,0.116,0.993
1812,0.073,0.819,0.108,0.9451
4319,0.106,0.814,0.08,-0.9129
15970,0.087,0.879,0.034,-0.9169
7158,0.106,0.772,0.122,0.8296
17315,0.007,0.847,0.146,0.9785
630,0.044,0.864,0.093,0.9371
749,0.079,0.805,0.116,0.9436
16438,0.088,0.843,0.068,-0.8721
16982,0.065,0.837,0.099,0.9349
13525,0.029,0.77,0.202,0.9179
2542,0.107,0.819,0.073,-0.9478
19488,0.042,0.885,0.073,0.6636
8200,0.025,0.93,0.045,0.25
8207,0.028,0.804,0.169,0.9988
10693,0.049,0.888,0.062,0.9112
20832,0.149,0.742,0.109,-0.8655
14159,0.074,0.863,0.064,-0.4983
353,0.041,0.858,0.1,0.6908
1920,0.109,0.84,0.051,-0.987
983,0.0,0.933,0.067,0.5719
17261,0.109,0.846,0.045,-0.9452
4938,0.0,0.851,0.149,0.9062
15125,0.039,0.819,0.142,0.8842
12748,0.11,0.878,0.013,-0.9859
5023,0.102,0.81,0.088,-0.9657
7264,0.0,0.968,0.032,0.25
8010,0.097,0.843,0.06,-0.9337
17684,0.173,0.783,0.044,-0.8442
22626,0.067,0.822,0.111,0.9996
19260,0.058,0.922,0.02,-0.8271
462,0.069,0.799,0.132,0.9842
4172,0.073,0.871,0.056,-0.7003
2256,0.154,0.82,0.027,-0.9932
16544,0.077,0.819,0.104,0.6597
10580,0.142,0.769,0.089,-0.7655
6886,0.054,0.876,0.07,0.3707
13303,0.071,0.897,0.033,-0.9521
5090,0.15,0.75,0.101,-0.9837
7365,0.061,0.788,0.151,0.9976
7398,0.24,0.643,0.117,-0.9985
867,0.072,0.862,0.066,-0.6533
6652,0.044,0.864,0.092,0.8097
4522,0.069,0.855,0.076,-0.7289
12418,0.248,0.732,0.021,-0.9925
12002,0.026,0.807,0.166,0.9881
3896,0.08,0.855,0.065,-0.9703
2445,0.136,0.776,0.089,-0.6249
9690,0.061,0.836,0.103,0.9331
12676,0.055,0.845,0.1,0.9627
16910,0.169,0.815,0.016,-0.9913
2462,0.157,0.728,0.115,-0.9622
9359,0.041,0.875,0.084,0.9524
3564,0.015,0.805,0.181,0.9666
1061,0.102,0.805,0.092,-0.8681
19619,0.0,1.0,0.0,0.0
15298,0.0,0.908,0.092,0.876
21143,0.033,0.755,0.213,0.9989
17137,0.086,0.858,0.056,-0.7453
11215,0.081,0.86,0.059,-0.7951
19295,0.123,0.789,0.088,-0.9894
8902,0.0,0.913,0.087,0.6597
12523,0.073,0.9,0.027,-0.8925
4825,0.104,0.84,0.056,-0.9742
16783,0.096,0.803,0.101,0.7313
8948,0.115,0.821,0.064,-0.9845
21169,0.047,0.832,0.12,0.9876
18174,0.104,0.849,0.046,-0.9606
11186,0.121,0.789,0.09,-0.4664
19270,0.254,0.746,0.0,-0.6219
8156,0.074,0.847,0.079,0.3818
6461,0.017,0.899,0.084,0.9836
19072,0.209,0.711,0.081,-0.9979
20222,0.144,0.818,0.038,-0.9957
3921,0.075,0.81,0.115,0.9387
1988,0.187,0.78,0.034,-0.9968
17580,0.093,0.824,0.083,-0.8973
17126,0.126,0.842,0.032,-0.8519
12327,0.05,0.858,0.092,0.9558
3363,0.09,0.808,0.102,0.743
779,0.077,0.876,0.047,-0.5423
8604,0.059,0.867,0.075,0.8705
7068,0.144,0.816,0.039,-0.9934
18474,0.112,0.801,0.088,-0.9238
9281,0.074,0.804,0.123,0.9846
8557,0.082,0.861,0.056,-0.9374
8361,0.119,0.796,0.085,-0.9783
9654,0.044,0.829,0.127,0.9805
10910,0.044,0.898,0.059,0.2732
12624,0.063,0.834,0.103,0.9382
2274,0.05,0.816,0.134,0.9947
11718,0.192,0.715,0.093,-0.9984
14694,0.074,0.817,0.109,0.9231
10117,0.0,0.966,0.034,0.34
21406,0.124,0.81,0.066,-0.9303
7773,0.087,0.83,0.083,-0.4526
11281,0.059,0.895,0.046,-0.7096
11072,0.173,0.718,0.108,-0.9886
8494,0.073,0.894,0.033,-0.9671
13789,0.088,0.828,0.084,-0.2855
8617,0.13,0.843,0.027,-0.9595
14595,0.117,0.8,0.083,-0.8687
16653,0.083,0.832,0.085,0.4767
23104,0.072,0.86,0.069,0.3111
166,0.015,0.908,0.078,0.9745
14777,0.031,0.841,0.129,0.9628
16513,0.042,0.907,0.051,0.3182
19516,0.147,0.82,0.032,-0.9964
14629,0.048,0.846,0.106,0.9713
9786,0.037,0.922,0.041,0.2003
6551,0.119,0.741,0.139,0.9617
18738,0.072,0.877,0.051,-0.6852
8978,0.073,0.841,0.085,0.9107
6152,0.076,0.838,0.086,0.8949
10706,0.176,0.708,0.116,-0.9375
13558,0.076,0.783,0.141,0.9239
1406,0.177,0.725,0.099,-0.9902
964,0.046,0.899,0.055,0.3252
12990,0.021,0.941,0.038,0.4404
11338,0.153,0.816,0.031,-0.9668
15861,0.076,0.879,0.045,-0.7806
9993,0.096,0.83,0.074,-0.8265
13305,0.057,0.86,0.083,0.7351
20712,0.144,0.82,0.036,-0.9898
17288,0.125,0.819,0.056,-0.9915
8526,0.142,0.798,0.06,-0.9912
7674,0.069,0.892,0.039,-0.9666
11313,0.087,0.794,0.119,-0.1154
20913,0.12,0.758,0.122,-0.7782
14326,0.097,0.814,0.089,-0.1531
14967,0.0,0.732,0.268,0.6588
11288,0.142,0.84,0.018,-0.9846
9698,0.114,0.794,0.093,-0.8675
15003,0.192,0.808,0.0,-0.9022
18659,0.007,0.947,0.046,0.7543
4107,0.0,0.963,0.037,0.4588
18416,0.054,0.899,0.046,-0.5859
5194,0.108,0.872,0.02,-0.991
8387,0.107,0.844,0.049,-0.9637
11180,0.119,0.793,0.088,-0.4664
12377,0.129,0.825,0.047,-0.9779
17155,0.037,0.831,0.132,0.9949
17872,0.028,0.972,0.0,-0.1531
1043,0.18,0.744,0.075,-0.9934
8473,0.047,0.833,0.12,0.9925
19710,0.124,0.818,0.058,-0.9291
15769,0.141,0.791,0.068,-0.9603
8899,0.037,0.871,0.092,0.9897
4953,0.13,0.841,0.029,-0.9837
14659,0.042,0.891,0.067,0.2732
17888,0.074,0.808,0.118,0.9142
19338,0.074,0.881,0.045,-0.9625
10972,0.109,0.864,0.028,-0.9886
17069,0.079,0.774,0.147,0.9928
18160,0.139,0.793,0.068,-0.9893
85,0.101,0.835,0.065,-0.9627
17903,0.092,0.817,0.092,0.0
14365,0.051,0.826,0.123,0.5093
21899,0.026,0.853,0.121,0.9945
3552,0.057,0.904,0.039,-0.843
3217,0.032,0.928,0.04,0.7031
7499,0.062,0.906,0.032,-0.913
5720,0.079,0.823,0.099,0.8264
15318,0.084,0.86,0.055,-0.9094
4932,0.112,0.775,0.113,-0.6403
22797,0.156,0.796,0.048,-0.9864
2297,0.132,0.752,0.117,-0.8415
17491,0.047,0.893,0.059,0.5423
19776,0.087,0.723,0.19,0.9859
4298,0.105,0.734,0.162,0.9849
13202,0.059,0.865,0.076,0.079
935,0.041,0.855,0.104,0.9932
15269,0.0,0.921,0.079,0.6797
10328,0.02,0.925,0.055,0.5719
14456,0.161,0.79,0.049,-0.9887
5593,0.117,0.778,0.106,-0.7689
21307,0.069,0.787,0.144,0.9893
10241,0.022,0.952,0.026,0.0772
8588,0.07,0.826,0.104,0.9774
14507,0.0,0.892,0.108,0.6114
9634,0.071,0.811,0.118,0.9949
15168,0.0,0.896,0.104,0.9022
20189,0.177,0.737,0.087,-0.9966
11628,0.0,0.967,0.033,0.34
9235,0.166,0.682,0.152,-0.9443
17288,0.06,0.919,0.02,-0.8772
22365,0.176,0.791,0.033,-0.829
15257,0.106,0.862,0.032,-0.93
18930,0.029,0.903,0.068,0.471
19991,0.13,0.87,0.0,-0.8074
12609,0.0,0.93,0.07,0.6157
18959,0.097,0.851,0.052,-0.9817
10488,0.142,0.796,0.062,-0.9958
2191,0.046,0.929,0.025,-0.5106
15066,0.167,0.731,0.101,-0.9893
17924,0.058,0.903,0.04,-0.7401
10082,0.076,0.81,0.114,0.25
16714,0.09,0.817,0.093,0.4104
8950,0.142,0.759,0.1,-0.942
7510,0.115,0.78,0.105,-0.6435
19552,0.084,0.836,0.081,-0.9324
11809,0.116,0.84,0.044,-0.8271
5175,0.052,0.928,0.019,-0.5559
15524,0.184,0.783,0.033,-0.9965
7054,0.045,0.831,0.124,0.9929
7494,0.12,0.809,0.071,-0.8934
18795,0.035,0.885,0.08,0.9664
14128,0.115,0.793,0.091,-0.8674
20615,0.1,0.838,0.062,-0.9927
10051,0.037,0.884,0.079,0.9883
9656,0.0,0.854,0.146,0.9393
20831,0.206,0.794,0.0,-0.968
8917,0.152,0.795,0.053,-0.9986
565,0.172,0.699,0.128,-0.9772
10967,0.076,0.903,0.021,-0.8625
8398,0.125,0.836,0.039,-0.8316
14425,0.036,0.909,0.055,0.25
19175,0.086,0.847,0.067,-0.4926
1550,0.132,0.777,0.091,-0.9178
5780,0.054,0.85,0.096,0.9687
1688,0.155,0.801,0.044,-0.9949
9219,0.107,0.81,0.084,-0.7347
8357,0.066,0.851,0.083,0.7514
11163,0.101,0.853,0.046,-0.9722
13799,0.138,0.82,0.041,-0.9877
15985,0.096,0.904,0.0,-0.3182
932,0.073,0.846,0.081,0.8275
12252,0.0,1.0,0.0,0.0
11199,0.068,0.866,0.066,-0.2144
5806,0.116,0.832,0.052,-0.988
7646,0.089,0.813,0.098,-0.7874
18042,0.086,0.82,0.094,0.6409
1831,0.128,0.782,0.091,-0.9781
15914,0.106,0.749,0.146,0.5994
16317,0.008,0.845,0.147,0.9942
2920,0.107,0.782,0.11,-0.1531
1324,0.124,0.789,0.087,-0.9522
7856,0.035,0.85,0.114,0.9811
12870,0.148,0.758,0.094,-0.9948
14051,0.067,0.874,0.059,-0.8225
20095,0.143,0.716,0.141,0.5105
9818,0.05,0.849,0.101,0.9888
1688,0.092,0.81,0.098,-0.2073
18325,0.11,0.814,0.076,-0.9162
17276,0.0,0.954,0.046,0.5267
6786,0.048,0.861,0.091,0.9734
16817,0.111,0.77,0.119,0.351
20203,0.079,0.776,0.145,0.9966
16234,0.067,0.859,0.074,0.0356
10732,0.034,0.941,0.025,-0.7114
21283,0.043,0.825,0.133,0.6249
12966,0.09,0.836,0.074,-0.9742
4828,0.063,0.836,0.102,0.9161
17621,0.074,0.876,0.05,-0.9888
12163,0.077,0.735,0.188,0.9972
15820,0.095,0.864,0.041,-0.9789
12946,0.079,0.813,0.108,0.9798
13368,0.095,0.777,0.128,0.8442
3260,0.103,0.792,0.105,-0.633
351,0.046,0.873,0.081,0.9693
13908,0.076,0.855,0.07,-0.0315
3872,0.115,0.773,0.112,0.7729
18737,0.101,0.868,0.031,-0.9732
985,0.081,0.815,0.104,0.8404
16083,0.106,0.714,0.18,0.9852
2639,0.074,0.83,0.096,0.8318
19222,0.302,0.668,0.03,-0.9937
14966,0.014,0.976,0.01,-0.0644
17887,0.059,0.904,0.037,-0.9169
4293,0.084,0.817,0.099,0.3036
2899,0.04,0.868,0.091,0.9873
18220,0.026,0.903,0.071,0.9726
11988,0.102,0.834,0.064,-0.979
11687,0.138,0.763,0.099,-0.9567
15306,0.072,0.778,0.15,0.34
3282,0.057,0.827,0.116,0.9818
15040,0.09,0.869,0.041,-0.921
1226,0.073,0.873,0.055,-0.6915
1587,0.015,0.781,0.205,0.9974
7050,0.146,0.761,0.093,-0.9771
2011,0.117,0.781,0.102,-0.6009
2103,0.059,0.858,0.083,0.8689
11740,0.026,0.914,0.06,0.7895
8875,0.035,0.905,0.06,0.4939
20788,0.193,0.787,0.02,-0.9853
18067,0.094,0.864,0.042,-0.9451
15491,0.053,0.861,0.085,0.9209
839,0.01,0.955,0.035,0.6486
7730,0.1,0.817,0.083,-0.8312
18180,0.0,0.902,0.098,0.7967
22151,0.101,0.823,0.076,-0.7556
20087,0.096,0.842,0.063,-0.4408
8842,0.031,0.874,0.095,0.9882
1014,0.144,0.808,0.048,-0.9932
8409,0.101,0.823,0.077,-0.9762
3261,0.062,0.8,0.138,0.9857
16862,0.158,0.782,0.061,-0.9907
6457,0.058,0.853,0.088,0.9641
19290,0.055,0.884,0.061,-0.2846
5952,0.0,0.845,0.155,0.9366
4392,0.145,0.735,0.121,-0.9125
2331,0.042,0.894,0.064,0.4019
16828,0.111,0.821,0.069,-0.9986
9668,0.058,0.841,0.101,0.9497
21668,0.006,0.927,0.068,0.9681
18457,0.1,0.863,0.037,-0.9868
4134,0.198,0.734,0.067,-0.9946
6630,0.146,0.767,0.087,-0.9896
10049,0.056,0.81,0.134,0.9242
12761,0.113,0.844,0.043,-0.8779
634,0.094,0.837,0.07,-0.9452
12994,0.133,0.758,0.109,-0.9382
13152,0.067,0.821,0.111,0.9923
17786,0.072,0.803,0.125,0.9909
9652,0.044,0.914,0.042,-0.0258
3427,0.018,0.919,0.063,0.9056
11368,0.0,0.813,0.187,0.8762
8461,0.095,0.803,0.103,0.5213
12734,0.046,0.834,0.12,0.9965
1788,0.181,0.719,0.099,-0.9893
2670,0.107,0.845,0.048,-0.9888
15506,0.17,0.781,0.049,-0.9712
18392,0.021,0.821,0.158,0.9949
2185,0.055,0.855,0.089,0.9154
16225,0.036,0.871,0.093,0.6249
20202,0.006,0.848,0.146,0.9816
18934,0.147,0.813,0.04,-0.9778
10823,0.063,0.763,0.174,0.8126
16569,0.153,0.796,0.051,-0.7964
13024,0.063,0.84,0.096,0.7777
15278,0.09,0.816,0.094,-0.5101
14776,0.0,0.923,0.077,0.6597
7685,0.045,0.841,0.115,0.9926
18585,0.045,0.824,0.131,0.9839
4110,0.17,0.755,0.075,-0.998
16768,0.066,0.702,0.233,0.9524
17432,0.0,1.0,0.0,0.0
7824,0.148,0.741,0.111,-0.9865
6733,0.13,0.78,0.089,-0.9714
8624,0.176,0.777,0.047,-0.9987
21766,0.067,0.808,0.125,0.9908
15389,0.125,0.848,0.028,-0.9814
16671,0.126,0.827,0.047,-0.9678
15543,0.067,0.815,0.117,0.9867
660,0.077,0.797,0.126,0.9604
16786,0.042,0.86,0.097,0.9843
2182,0.11,0.831,0.059,-0.9965
3273,0.062,0.813,0.124,0.9864
18327,0.056,0.812,0.132,0.9791
13983,0.047,0.874,0.08,0.8171
3133,0.082,0.781,0.137,0.988
11651,0.084,0.773,0.143,0.9928
3399,0.197,0.734,0.068,-0.9969
20073,0.108,0.848,0.043,-0.9862
20298,0.1,0.849,0.051,-0.935
19262,0.0,1.0,0.0,0.0
485,0.147,0.781,0.072,-0.9839
7471,0.055,0.866,0.079,0.7486
5844,0.029,0.851,0.121,0.8591
5965,0.043,0.928,0.029,-0.296
1080,0.082,0.816,0.102,0.9263
11076,0.043,0.863,0.094,0.9618
17365,0.117,0.791,0.092,-0.1027
16729,0.114,0.801,0.085,-0.9337
8495,0.078,0.874,0.047,-0.8585
3990,0.125,0.757,0.118,-0.6831
2105,0.125,0.738,0.137,0.9164
4292,0.109,0.806,0.085,-0.9435
7109,0.097,0.903,0.0,-0.6996
14197,0.055,0.885,0.06,-0.1
9686,0.093,0.833,0.074,-0.8823
957,0.165,0.775,0.06,-0.9969
4488,0.078,0.845,0.077,-0.1269
10635,0.056,0.875,0.068,0.4019
3818,0.094,0.804,0.102,0.2593
